Du,Dd,Fu_Nq,Fd_Nq,Fu_NEvents,Fd_NEvents,Du_out,Dd_out,Fu_Nq_out,Fd_Nq_out,Fu_NEvents_out,Fd_NEvents_out,Du_in,Dd_in,Fu_Nq_in,Fd_Nq_in,Fu_NEvents_in,Fd_NEvents_in,Du_notIN,Dd_notIN,Fu_Nq_notIN,Fd_Nq_notIN,Fu_NEvents_notIN,Fd_NEvents_notIN,Du_notOUT,Dd_notOUT,Fu_Nq_notOUT,Fd_Nq_notOUT,Fu_NEvents_notOUT,Fd_NEvents_notOUT
-0.896551724137931,-0.9809885931558935,0.2454160789844852,0.7418899858956276,0.2396694214876033,0.7245179063360881,-1.0,-1.0,0.2,0.8,0.2,0.8,-0.96,-0.986013986013986,0.25773195876288657,0.7371134020618557,0.25510204081632654,0.7295918367346939,-0.8709677419354839,-0.97911227154047,0.2407766990291262,0.7436893203883496,0.2339622641509434,0.7226415094339622,-0.8959537572254336,-0.9808429118773946,0.24573863636363635,0.7414772727272727,0.23994452149791956,0.723994452149792
-0.8984771573604061,-0.9647749510763209,0.27285318559556787,0.7077562326869806,0.2651413189771198,0.6877523553162853,-0.5,-1.0,0.3076923076923077,0.6923076923076923,0.2857142857142857,0.6428571428571429,-1.0,-0.9759036144578314,0.3971631205673759,0.5886524822695035,0.38620689655172413,0.5724137931034483,-0.8581560283687943,-0.9626168224299065,0.24268502581755594,0.7366609294320138,0.23578595317725753,0.7157190635451505,-0.9067357512953368,-0.9641434262948207,0.27221438645980256,0.7080394922425952,0.26474622770919065,0.6886145404663924
-0.9318181818181818,-0.9848484848484849,0.24964539007092199,0.7489361702127659,0.24410540915395285,0.7323162274618585,-1.0,-1.0,0.2,0.8,0.2,0.8,-0.9661016949152542,-1.0,0.3959731543624161,0.6040268456375839,0.39072847682119205,0.5960264900662252,-0.9145299145299145,-0.9817351598173516,0.210431654676259,0.7877697841726619,0.20526315789473684,0.7684210526315789,-0.9310344827586207,-0.9846153846153847,0.2503597122302158,0.7482014388489209,0.24472573839662448,0.7313642756680732
-0.9381443298969072,-0.9853747714808044,0.2590120160213618,0.7303070761014686,0.24776500638569604,0.698595146871009,-1.0,-0.7142857142857143,0.3,0.7,0.3,0.7,-0.9459459459459459,-1.0,0.3162393162393162,0.6752136752136753,0.30578512396694213,0.6528925619834711,-0.9363057324840764,-0.9829059829059829,0.24841772151898733,0.740506329113924,0.23716012084592145,0.7069486404833837,-0.93717277486911,-0.9888888888888889,0.2584573748308525,0.7307171853856563,0.24708926261319533,0.6985769728331177
-0.907563025210084,-0.976271186440678,0.2836710369487485,0.7032181168057211,0.27578215527230593,0.6836616454229433,-1.0,-1.0,0.2,0.8,0.2,0.8,-0.9024390243902439,-1.0,0.30597014925373134,0.6865671641791045,0.3014705882352941,0.6764705882352942,-0.9086294416243654,-0.9718875502008032,0.2794326241134752,0.7063829787234043,0.27097661623108665,0.6850068775790922,-0.9067796610169492,-0.9759450171821306,0.28468033775633295,0.7020506634499397,0.27667057444314186,0.6822977725674091
-0.9650655021834061,-0.9779527559055118,0.2626146788990826,0.7282110091743119,0.25331858407079644,0.702433628318584,-1.0,-1.0,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.9090909090909091,-1.0,-0.9726027397260274,0.42063492063492064,0.5793650793650794,0.4076923076923077,0.5615384615384615,-0.9545454545454546,-0.9786476868327402,0.2359249329758713,0.7533512064343163,0.22739018087855298,0.7260981912144703,-0.9649122807017544,-0.9776,0.26480836236933797,0.7259001161440186,0.2553191489361702,0.6998880179171333
-0.9411764705882353,-0.9803921568627451,0.27364185110663986,0.7183098591549296,0.2625482625482625,0.6891891891891891,-1.0,-1.0,0.2857142857142857,0.7142857142857143,0.26666666666666666,0.6666666666666666,-0.8928571428571429,-1.0,0.3146067415730337,0.6853932584269663,0.3111111111111111,0.6777777777777778,-0.9537037037037037,-0.9763513513513513,0.2647058823529412,0.7254901960784313,0.2523364485981308,0.6915887850467289,-0.9402985074626866,-0.9801136363636364,0.27346938775510204,0.7183673469387755,0.2624877571008815,0.6895200783545543
-0.930835734870317,-0.9794754846066135,0.28097165991902834,0.7101214574898785,0.26671790930053807,0.6740968485780169,-1.0,-1.0,0.2,0.8,0.2,0.8,-1.0,-0.9838709677419355,0.35751295336787564,0.6424870466321243,0.34673366834170855,0.6231155778894473,-0.9136690647482014,-0.9787516600265604,0.2667946257197697,0.7226487523992322,0.25226860254083483,0.6833030852994555,-0.9302325581395349,-0.9791907514450867,0.2819672131147541,0.7090163934426229,0.26749611197511663,0.6726283048211509
-0.9498956158663883,-0.978441127694859,0.28159905937683716,0.708994708994709,0.26566833056017747,0.6688851913477537,-1.0,-1.0,0.3125,0.6875,0.2631578947368421,0.5789473684210527,-0.9789473684210527,-0.9891891891891892,0.33807829181494664,0.6583629893238434,0.32646048109965636,0.6357388316151202,-0.9427083333333334,-0.9764936336924583,0.2704225352112676,0.7190140845070423,0.25396825396825395,0.6752645502645502,-0.9493670886075949,-0.9782426778242678,0.2813056379821958,0.7091988130563798,0.265695067264574,0.6698430493273543
-0.9433333333333334,-0.9742558326629123,0.3225806451612903,0.6682795698924732,0.27972027972027974,0.5794871794871795,-0.9310344827586207,-0.9636363636363636,0.34523809523809523,0.6547619047619048,0.3020833333333333,0.5729166666666666,-0.9714285714285714,-0.9504132231404959,0.3645833333333333,0.6302083333333334,0.3181818181818182,0.55,-0.939622641509434,-0.9768270944741533,0.31774580335731417,0.6726618705035972,0.2753246753246753,0.5828571428571429,-0.9439579684763573,-0.9747474747474747,0.32150900900900903,0.668918918918919,0.27867252318204,0.5797950219619327
